Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange
INEO	"[""INEO""]"	nNFC3ChQBl	2026-05-04 15:00:27	INEO Announces Extension of $1 Million Secured Loan and Proposed Financing Transactions	Newsfile Corp	16.55	0.6058	0.0224	0.3718	0.5834	positive	0.0067415730337078	YES	
POET	"[""POET""]"	nNFC4nW1Q2	2026-05-04 15:01:57	ROSEN, RECOGNIZED INVESTOR COUNSEL, Encourages POET Technologies Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - POET	Newsfile Corp	90.52	0.189	0.0315	0.7795	0.1575	positive	0.8076923076923077	NO:sentiment_score	NASDAQ
PML	"[""PML""]"	nGNX5XwqKB	2026-05-04 15:25:42	  Panoro Announces Upsized $21MM Financing 	Globe Newswire	125.43	0.3929	0.0418	0.5653	0.3511	positive	0.1372549019607843	YES	
RDZN	"[""RDZN""]"	nGNX1K4s9D	2026-05-04 15:27:19	Roadzen Announces Pricing of $8 Million Registered Direct Offering of Ordinary Shares	Globe Newswire	48.85	0.1595	0.02	0.8204	0.1395	positive	26.0	NO:sentiment_score	NASDAQ
GV	"[""GV""]"	nGNXbFhN2J	2026-05-04 16:00:00	Visionary Holdings Inc. Announces Receipt of Nasdaq Delisting Determination Letter Related to Delinquent Listing Fees	Globe Newswire	3.96	0.1238	0.2103	0.6659	-0.0865	negative	0.5402298850574713	NO:sentiment_score	NASDAQ
ARQ	"[""ARQ""]"	nNFC2GLlxx	2026-05-04 16:00:23	Argo Gold Appoints Paul Poggione as President	Newsfile Corp	31.58	0.0723	0.0561	0.8716	0.0162	neutral	0.8148148148148148	NO:sentiment_score	
FBLG	"[""FBLG""]"	nGNXbWKDbh	2026-05-04 16:01:00	FibroBiologics Reports Preclinical Data Showing Fibroblast Spheroids May Actively Reprogram the Burn Wound Environment to Drive Healing and Reduce Scarring	Globe Newswire	2.93	0.7638	0.0479	0.1882	0.7159	positive	0.1481481481481481	YES	NASDAQ
CPSH	"[""CPSH""]"	nGNXV3HdP	2026-05-04 16:01:00	CPS Technologies Announces First Quarter 2026 Financial Results	Globe Newswire	14.65	0.1171	0.0803	0.8026	0.0368	neutral	1.4666666666666666	NO:sentiment_score	NASDAQ
BDSX	"[""BDSX""]"	nGNXbHyVW6	2026-05-04 16:01:00	Biodesix Announces First Quarter 2026 Results and Highlights	Globe Newswire	3.95	0.0931	0.033	0.8739	0.0601	positive	0.5833333333333334	NO:sentiment_score	NASDAQ
SENS	"[""SENS""]"	nGNX7c9yHW	2026-05-04 16:01:00	Senseonics Announces Closing of $92 Million Public Offering and Full Exercise of Underwriters’ Option to Purchase Additional Shares 	Globe Newswire	39.99	0.2343	0.0196	0.7461	0.2147	positive		NO:Trades/sec	NASDAQ
BHVN	"[""BHVN""]"	nPn7BrnsCa	2026-05-04 16:02:00	Biohaven Reports Recent Business Developments and First Quarter 2026 Financial Results	PR Newswire	125.31	0.0945	0.0492	0.8563	0.0453	neutral	0.2926829268292683	NO:sentiment_score	NYSE
CSHR	"[""CSHR""]"	nGNE2CKYbF	2026-05-04 16:05:00	CoinShares ETPs Now Available on Bourse Direct as France Opens Retail Access to Regulated Crypto Products	Globe Newswire	59.24	0.2117	0.0133	0.7749	0.1984	positive	0.0680272108843537	NO:sentiment_score	NASDAQ
BIOX	"[""BIOX""]"	nBwlv7HCa	2026-05-04 16:05:00	Bioceres Crop Solutions to Host Fiscal Third Quarter 2026 Financial Results Conference Call on Tuesday, May 12, 2026 at 8:30 a.m. Eastern Time	Business Wire	50.36	0.0529	0.0322	0.9149	0.0208	neutral	0.0578034682080924	NO:sentiment_score	NASDAQ
PRTH	"[""PRTH""]"	nBw6r2fRJa	2026-05-04 16:05:00	Priority Technology Holdings, Inc. To Announce First Quarter 2026 Financial Results on May 11, 2026	Business Wire	28.85	0.101	0.0613	0.8377	0.0398	neutral	0.1020408163265306	NO:sentiment_score	NASDAQ
KYNB	"[""KYNB""]"	nGNXb0XtlM	2026-05-04 16:05:00	Kyntra Bio to Report First Quarter 2026 Financial Results	Globe Newswire	3.75	0.1458	0.1149	0.7393	0.0309	neutral	0.0793650793650793	NO:sentiment_score	NASDAQ
MI	"[""MI""]"	nGNE4RGRjT	2026-05-04 16:05:00	NFT LTD Files Annual Report on Form 20-F for Fiscal Year 2025	Globe Newswire	15.04	0.0558	0.0425	0.9017	0.0134	neutral	0.1257142857142857	NO:sentiment_score	NYSE American
OLOX	"[""OLOX""]"	nACS8VlR6a	2026-05-04 16:05:00	Olenox Industries Announces Strategic Reorganization of Subsidiary SG Echo LLC to Strengthen Long-Term Growth	ACCESSWIRE	7.44	0.8238	0.0213	0.1549	0.8025	positive	0.0634920634920634	YES	NASDAQ
RUM	"[""RUM""]"	nGNE35xrFs	2026-05-04 16:05:00	Rumble Announces Timing of First Quarter 2026 Earnings Release and Conference Call	Globe Newswire	108.23	0.0607	0.0562	0.8831	0.0046	neutral	0.1678832116788321	NO:sentiment_score	NASDAQ
AKBA	"[""AKBA""]"	nGNX4TyZkR	2026-05-04 16:05:00	Akebia Therapeutics Reports Inducement Grants Under Nasdaq Listing Rule 5635(c)(4)	Globe Newswire	258.52	0.1258	0.0173	0.8569	0.1085	positive		NO:sentiment_score,Trades/sec	NASDAQ
GAIA	"[""GAIA""]"	nGNX4x90gW	2026-05-04 16:05:00	Gaia Reports First Quarter 2026 Financial Results	Globe Newswire	17.79	0.0845	0.0982	0.8173	-0.0136	neutral	0.0695364238410596	NO:sentiment_score	NASDAQ
SPRU	"[""SPRU""]"	nBw22zK4la	2026-05-04 16:05:00	Spruce Power to Release First Quarter 2026 Results and Host Conference Call on May 13	Business Wire	12.46	0.0847	0.0329	0.8823	0.0518	positive		NO:sentiment_score,Trades/sec	NYSE
PFLT	"[""PFLT""]"	nGNX8qJRkb	2026-05-04 16:05:00	PennantPark Floating Rate Capital Ltd. Announces Monthly Distribution of $0.1025 per Share	Globe Newswire	98.34	0.075	0.0333	0.8917	0.0417	neutral		NO:sentiment_score,Trades/sec	NYSE
MYO	"[""MYO""]"	nBwbn0VFqa	2026-05-04 16:05:00	Myomo Announces Availability of MyoPro at Ottobock Care Clinics in the U.S.	Business Wire	35.41	0.4455	0.0166	0.5379	0.4289	positive		NO:Trades/sec	NYSE American
PNNT	"[""PNNT""]"	nGNX8Tcf6K	2026-05-04 16:05:00	PennantPark Investment Corporation Announces Monthly Distribution of $0.08 per Share	Globe Newswire	63.17	0.0667	0.0311	0.9022	0.0356	neutral		NO:sentiment_score,Trades/sec	NYSE
RPAY	"[""RPAY""]"	nBw7z3RTya	2026-05-04 16:05:00	REPAY Rejects Unsolicited Proposal from Forager Capital	Business Wire	63.69	0.387	0.059	0.554	0.328	positive	0.1496598639455782	YES	NASDAQ
SHIM	"[""SHIM""]"	nGNX2D1Cgh	2026-05-04 16:05:00	Shimmick Corporation to Announce First Quarter 2026 Financial Results on May 14, 2026	Globe Newswire	5.27	0.0838	0.0407	0.8754	0.0431	neutral		NO:sentiment_score,Trades/sec	NASDAQ
EOLS	"[""EOLS""]"	nBw5Shkp1a	2026-05-04 16:05:01	Evolus Reports First Quarter 2026 Financial Results; Company Delivers Second Consecutive Quarter of Positive Adjusted EBITDA and Reaffirms Full-Year Outlook	Business Wire	47.85	0.9261	0.0282	0.0456	0.8979	positive		NO:Trades/sec	NASDAQ
SVCO	"[""SVCO""]"	nGNX5p00G1	2026-05-04 16:05:00	Silvaco Announces Participation at Upcoming Investor Conferences	Globe Newswire	11.33	0.2033	0.0573	0.7394	0.146	positive		NO:sentiment_score,Trades/sec	NASDAQ
BLZE	"[""BLZE""]"	nBw9tPDYRa	2026-05-04 16:05:01	Backblaze Announces First Quarter 2026 Financial Results	Business Wire	56.66	0.096	0.0904	0.8136	0.0056	neutral		NO:sentiment_score,Trades/sec	NASDAQ
BARK	"[""BARK""]"	nBw6tKdwHa	2026-05-04 16:05:01	BARK Announces Appointment of James Gagne to Board of Directors	Business Wire	4.78	0.1155	0.0708	0.8138	0.0447	neutral		NO:sentiment_score,Trades/sec	NYSE
UEIC	"[""UEIC""]"	nBw4X6WrYa	2026-05-04 16:05:01	Universal Electronics Inc. to Host First Quarter 2026 Financial Results Conference Call on May 11th	Business Wire	10.23	0.0695	0.0212	0.9093	0.0483	neutral		NO:sentiment_score,Trades/sec	NASDAQ
ZURA	"[""ZURA""]"	nBw47dNyJa	2026-05-04 16:05:01	Zura Bio Reports Inducement Grants under Nasdaq Listing Rule 5635(c)(4)	Business Wire	67.51	0.1346	0.0235	0.8419	0.1111	positive		NO:sentiment_score,Trades/sec	NASDAQ
AHRT	"[""AHRT""]"	nGNX1Kh1MP	2026-05-04 16:05:02	AH Realty Trust Reports First Quarter 2026 Results	Globe Newswire	79.06	0.058	0.0582	0.8838	-0.0002	neutral		NO:sentiment_score,Trades/sec	NYSE
PXLW	"[""PXLW""]"	nPn64YgtMa	2026-05-04 16:05:02	TrueCut Motion Receives Endorsement from Vue, Elevating the Cinematic Standard	PR Newswire	5.88	0.7795	0.0103	0.2102	0.7692	positive		NO:Trades/sec	NASDAQ
DXF	"[""DXF""]"	nPn7V7XcDa	2026-05-04 16:05:02	Eason Technology Limited Filed Annual Report on Form 20-F for Fiscal Year 2025	PR Newswire	2.9013	0.0549	0.0455	0.8996	0.0094	neutral		NO:sentiment_score,Trades/sec	NYSE American
JRVR	"[""JRVR""]"	nGNX4GjQMg	2026-05-04 16:05:02	James River Announces First Quarter 2026 Results	Globe Newswire	35.76	0.1471	0.0911	0.7618	0.0559	positive		NO:sentiment_score,Trades/sec	NASDAQ
CYRX	"[""CYRX""]"	nPnc8fn90a	2026-05-04 16:05:02	Cryoport Reports First Quarter 2026 Financial Results	PR Newswire	47.54	0.0846	0.0669	0.8485	0.0177	neutral		NO:sentiment_score,Trades/sec	NASDAQ
ORIC	"[""ORIC""]"	nGNX2QKcmv	2026-05-04 16:05:02	ORIC® Pharmaceuticals Reports First Quarter 2026 Financial Results and Operational Updates	Globe Newswire	58.22	0.1063	0.052	0.8416	0.0543	positive		NO:sentiment_score,Trades/sec	NASDAQ
TDUP	"[""TDUP""]"	nGNX234SXK	2026-05-04 16:05:03	ThredUp Announces First Quarter 2026 Results	Globe Newswire	102.08	0.0501	0.0459	0.904	0.0043	neutral		NO:sentiment_score,Trades/sec	NASDAQ
NSPR	"[""NSPR""]"	nGNX5Zd22l	2026-05-04 16:05:03	InspireMD Reports First Quarter 2026 Financial Results	Globe Newswire	34.44	0.1154	0.1136	0.7711	0.0018	neutral		NO:sentiment_score,Trades/sec	NASDAQ
MASK	"[""MASK""]"	nGNX1WJm9W	2026-05-04 16:10:00	3 E Network Technology Signs 1.3M Convertible Note Agreement with Institutional Investor	Globe Newswire	0.82	0.7913	0.0145	0.1942	0.7768	positive	0.0284167794316644	YES	NASDAQ
NUVB	"[""NUVB""]"	nPn4fmy5Qa	2026-05-04 16:10:00	Nuvation Bio Reports First Quarter 2026 Financial Results and Provides Business Update	PR Newswire	244.69	0.0632	0.0232	0.9136	0.04	neutral	0.0612745098039215	NO:sentiment_score	NYSE
CWD	"[""CWD""]"	nGNX5Xv3c4	2026-05-04 16:15:00	Caliber Sets Date for First Quarter 2026 Earnings Announcement & Investor Conference Call	Globe Newswire	6.5	0.0853	0.0848	0.8299	0.0005	neutral	0.0985915492957746	NO:sentiment_score	NASDAQ
GRO	"[""GRO""]"	nGNX4RQQl4	2026-05-04 16:15:00	Brazil Potash Announces Closing of $63.3 Million Public Offering of Common Shares and Pre-Funded Warrants, Including Full Exercise of Underwriters’ Option to Purchase Additional Shares	Globe Newswire	40.11	0.2458	0.0215	0.7327	0.2243	positive	0.9545454545454546	YES	NYSE American
DHC	"[""DHC""]"	nBw6yt5LQa	2026-05-04 16:15:00	Diversified Healthcare Trust Announces First Quarter 2026 Results	Business Wire	217.54	0.0666	0.0676	0.8657	-0.001	neutral	0.0417391304347826	NO:sentiment_score	NASDAQ
RAIL	"[""RAIL""]"	nGNX7Jm4KC	2026-05-04 16:15:00	FreightCar America, Inc. Reports First Quarter 2026 Results	Globe Newswire	12.57	0.058	0.0802	0.8618	-0.0223	neutral	0.0429752066115702	NO:sentiment_score	NASDAQ
BRCC	"[""BRCC""]"	nBwQ8lx0a	2026-05-04 16:15:01	BRC Inc. Reports First Quarter 2026 Financial Results	Business Wire	104.96	0.0824	0.1223	0.7953	-0.0399	neutral	0.0322061191626409	NO:sentiment_score	NYSE
GEG	"[""GECC"", ""GEG""]"	nGNX56Frq1	2026-05-04 16:15:00	Great Elm Capital Corp. Announces First Quarter 2026 Financial Results	Globe Newswire	22.82	0.0944	0.1229	0.7827	-0.0285	neutral		NO:sentiment_score,Trades/sec	NASDAQ
GECC	"[""GECC"", ""GEG""]"	nGNX56Frq1	2026-05-04 16:15:00	Great Elm Capital Corp. Announces First Quarter 2026 Financial Results	Globe Newswire	8.07	0.0944	0.1229	0.7827	-0.0285	neutral		NO:sentiment_score,Trades/sec	NASDAQ
NMFC	"[""NMFC""]"	nBw4PWBBVa	2026-05-04 16:21:00	New Mountain Finance Corporation Announces Financial Results for the Quarter Ended March 31, 2026	Business Wire	83.98	0.0963	0.1153	0.7884	-0.019	neutral	0.0185022026431718	NO:sentiment_score	NASDAQ
AEYE	"[""AEYE""]"	nPn2XZqmha	2026-05-04 16:30:00	AudioEye Announces Leadership Evolution: David Moradi Assumes the Role of Executive Chairman and Chief Product Officer, and Kelly Georgevich Becomes Chief Executive Officer	PR Newswire	7.83	0.0501	0.0272	0.9227	0.0229	neutral	0.0479338842975206	NO:sentiment_score	NASDAQ
CVRX	"[""CVRX""]"	nGNXbfx8k9	2026-05-04 16:30:00	CVRx Announces First Patient Enrollment in BENEFIT-HF, a Landmark Heart Failure Trial Evaluating Barostim in Significantly Expanded Population	Globe Newswire	14.54	0.6812	0.0177	0.3011	0.6635	positive	0.0327868852459016	YES	NASDAQ
BKKT	"[""BKKT""]"	nGNX9tqNQb	2026-05-04 16:30:00	Bakkt Schedules Conference Call to Discuss First Quarter 2026 Results	Globe Newswire	20.7	0.1216	0.041	0.8375	0.0806	positive	0.0207468879668049	NO:sentiment_score	NYSE
MVST	"[""MVST""]"	nGNX7Q3P11	2026-05-04 16:30:00	Microvast Schedules First Quarter Earnings Call	Globe Newswire	207.1	0.1244	0.0652	0.8104	0.0592	positive	0.0167714884696016	NO:sentiment_score	NASDAQ
AGEN	"[""AGEN""]"	nBw48CGrpa	2026-05-04 16:30:00	Agenus to Provide First Quarter 2026 Financial Report and Corporate Update 	Business Wire	34.54	0.0559	0.0368	0.9073	0.0191	neutral	0.0491803278688524	NO:sentiment_score	NASDAQ
IRD	"[""IRD""]"	nGNX1V5psp	2026-05-04 16:30:00	Opus Genetics Announces FDA Acceptance of OPGx-LCA5 into Rare Disease Evidence Principles (RDEP) Program	Globe Newswire	54.82	0.287	0.0111	0.7019	0.2759	positive	0.0459016393442622	YES	NASDAQ
BRAG	"[""BRAG""]"	nBwbyLgSXa	2026-05-04 16:30:00	Bragg Gaming to Release First Quarter 2026 Results on May 14	Business Wire	20.5	0.0899	0.05	0.8601	0.0399	neutral	0.0340557275541795	NO:sentiment_score	TSX
TOP	"[""TOP""]"	nGNX8vl97M	2026-05-04 16:30:00	TOP Financial Group Limited Announces Receipt of Nasdaq Notification Regarding Minimum Bid Price Deficiency	Globe Newswire	5.18	0.2335	0.0549	0.7116	0.1786	positive		NO:sentiment_score,Trades/sec	NASDAQ
JELD	"[""JELD""]"	nPn9KH5SCa	2026-05-04 16:30:01	JELD-WEN Reports First Quarter 2026 Results and Updates Full Year Guidance	PR Newswire	84.96	0.0812	0.0294	0.8894	0.0518	positive		NO:sentiment_score,Trades/sec	NYSE
ELWT	"[""ELWT""]"	nPn386pVpa	2026-05-04 16:49:00	Rosen Law Firm Encourages Elauwit Connection, Inc. Investors to Inquire About Securities Class Action Investigation - ELWT	PR Newswire	2.24	0.1041	0.0268	0.8691	0.0773	positive	0.5882352941176471	NO:sentiment_score	NASDAQ
UWMC	"[""UWMC""]"	nBw2KtP29a	2026-05-04 16:51:00	UWMC Responds to TWO Board’s Latest Failing for TWO Stockholders	Business Wire	242.8	0.3069	0.24	0.4531	0.0669	positive	0.0076979472140762	NO:sentiment_score	NYSE
WTO	"[""WTO""]"	nGNX4lCw0x	2026-05-04 17:00:00	Univest Securities, LLC Announces Closing of $1.2 Million Registered Direct Offering for its Client UTime Limited (NASDAQ: WTO)	Globe Newswire	1.69	0.3249	0.1034	0.5717	0.2215	positive	0.0107469102632993	YES	NASDAQ
ODV	"[""ODV""]"	nGNXbmtHYX	2026-05-04 17:00:00	Osisko Development Appoints Vice President, Construction Contracting and Commercial	Globe Newswire	203.86	0.0529	0.0405	0.9066	0.0124	neutral		NO:sentiment_score,Trades/sec	
SEV	"[""SEV""]"	nGNX9MDLw	2026-05-04 17:00:00	Aptera Motors to Present at the Emerging Growth Conference on May 6, 2026	Globe Newswire	18.0	0.0936	0.0142	0.8921	0.0794	positive		NO:sentiment_score,Trades/sec	NASDAQ
UTZ	"[""UTZ""]"	nBw9GbNRza	2026-05-04 17:00:00	Utz Quality Foods, LLC Issues Voluntary Recall of Certain Limited Varieties of Zapp’s and Dirty Potato Chips	Business Wire	71.92	0.0678	0.2794	0.6528	-0.2116	negative		NO:sentiment_score,Trades/sec	NYSE
OI	"[""OI""]"	nGNX5WnfcN	2026-05-04 17:01:30	Owens-Brockway Glass Container Inc. Announces Pricing of Senior Notes Offering	Globe Newswire	149.91	0.121	0.0308	0.8482	0.0902	positive	0.0145542753183747	NO:sentiment_score	NYSE
SITC	"[""SITC""]"	nBwbkP0Kpa	2026-05-04 17:02:00	SITE Centers Announces Sale of Meadowmont Crossing	Business Wire	49.81	0.1133	0.0903	0.7964	0.023	neutral	0.0069060773480662	NO:sentiment_score	NYSE
PANL	"[""PANL""]"	nPn8GsM8La	2026-05-04 17:09:05	PANGAEA LOGISTICS SOLUTIONS ANNOUNCES FIRST QUARTER 2026 CONFERENCE CALL DATE	PR Newswire	34.9	0.056	0.0602	0.8838	-0.0042	neutral	0.0363036303630363	NO:sentiment_score	NASDAQ
JDZG	"[""JDZG""]"	nGNX519WJY	2026-05-04 17:10:00	JIADE LIMITED Announces Pricing of up to $12.0 Million Registered Direct Offering	Globe Newswire	1.32	0.4664	0.0157	0.5179	0.4507	positive	0.0146692499308054	YES	NASDAQ
MSC	"[""MSC""]"	nNFC1ybqFz	2026-05-04 17:23:39	Millennium Silver Receives Final Acceptance of Private Placement, Advances BLM Permitting and Water Infrastructure Plans; Sets Stage for 2026 Resource Expansion Drilling at Silver Peak	Newsfile Corp	191.67	0.6716	0.011	0.3174	0.6606	positive	0.0061153174140943	YES	
TLSI	"[""TLSI""]"	nBw3bhfpwa	2026-05-04 17:24:00	TriSalus Life Sciences Announces Launch of PREDICTT Clinical Trial Evaluating Pressure-Enabled Drug Delivery in Liver Tumors	Business Wire	41.51	0.4632	0.0162	0.5206	0.4469	positive	0.0344262295081967	YES	NASDAQ
NNOX	"[""NNOX""]"	nACSJM7jGa	2026-05-04 17:30:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Nano-X Imaging Ltd. - NNOX	ACCESSWIRE	69.02	0.121	0.1201	0.7589	0.0009	neutral	0.0052493438320209	NO:sentiment_score	NASDAQ
LCID	"[""LCID""]"	nACS7tVDra	2026-05-04 17:30:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Lucid Group, Inc. - LCID	ACCESSWIRE	109.91	0.1265	0.0986	0.7749	0.028	neutral	0.0267737617135207	NO:sentiment_score	NASDAQ
VERI	"[""VERI""]"	nACSPZ08Va	2026-05-04 17:45:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Veritone, Inc. - VERI	ACCESSWIRE	81.54	0.1094	0.1421	0.7484	-0.0327	neutral	0.0048239266763145	NO:sentiment_score	NASDAQ
GOSS	"[""GOSS""]"	nACSBGFv9a	2026-05-04 18:00:00	Pomerantz LLP Issues Alert Regarding Shareholder Class Action Against Gossamer Bio, Inc.  – GOSS	ACCESSWIRE	204.1	0.1794	0.1351	0.6855	0.0443	neutral	0.0051044823735843	NO:sentiment_score	NASDAQ
NUAI	"[""NUAI""]"	nACSh0tnga	2026-05-04 18:00:00	Pomerantz LLP Alerts Shareholders to Investor Suit Involving New Era Energy & Digital, Inc.  – NUAI	ACCESSWIRE	73.85	0.1486	0.1751	0.6763	-0.0265	neutral	0.0038131553860819	NO:sentiment_score	NASDAQ
GEMI	"[""GEMI""]"	nACSkb8bVa	2026-05-04 18:00:00	Class Action Filing Pursued by Pomerantz LLP Concerning Gemini Space Station, Inc.  – GEMI	ACCESSWIRE	38.2	0.1208	0.0937	0.7855	0.0271	neutral	0.010851871947911	NO:sentiment_score	NASDAQ
ALDX	"[""ALDX""]"	nACS4fJDva	2026-05-04 18:00:01	Pomerantz LLP Issues Important Reminder to Aldeyra Therapeutics, Inc.  Shareholders – ALDX	ACCESSWIRE	55.6	0.1519	0.0193	0.8288	0.1326	positive	0.0028847540747151	NO:sentiment_score	NASDAQ
FCHL	"[""FCHL""]"	nACSdzw9xa	2026-05-04 18:00:02	Pomerantz LLP Highlights Legal Filing Against Fitness Champs Holdings Ltd.  – FCHL	ACCESSWIRE	0.35	0.1424	0.2096	0.648	-0.0672	negative	0.0256410256410256	NO:sentiment_score	NASDAQ
CWH	"[""CWH""]"	nACSfHgTYa	2026-05-04 18:00:01	Pomerantz LLP Notifies Shareholders of Class Action Against Camping World Holdings, Inc.  – CWH	ACCESSWIRE	58.96	0.0715	0.1817	0.7468	-0.1102	negative		NO:sentiment_score,Trades/sec	NYSE
GO	"[""GO""]"	nACSBmnTqa	2026-05-04 18:00:01	Pomerantz LLP Updates Shareholders on Legal Action Brought Against Grocery Outlet Holding Corp.  – GO	ACCESSWIRE	90.72	0.1151	0.1242	0.7607	-0.0091	neutral		NO:sentiment_score,Trades/sec	NASDAQ
SES	"[""SES""]"	nACSq5lp0a	2026-05-04 18:00:02	Pomerantz LLP Advises of Securities Class Action Involving SES AI Corporation  – SES	ACCESSWIRE	236.25	0.1949	0.2594	0.5457	-0.0644	negative		NO:sentiment_score,Trades/sec	NYSE
POET	"[""POET""]"	nACSzdNqWa	2026-05-04 18:00:02	Pomerantz LLP Advises Shareholders of Class Action Involving POET Technologies Inc.  – POET	ACCESSWIRE	90.52	0.1607	0.1336	0.7057	0.0271	neutral		NO:sentiment_score,Trades/sec	NASDAQ
UHG	"[""UHG""]"	nACSwZ9vPa	2026-05-04 18:00:02	Pomerantz LLP Highlights Class Action Filing Against United Homes Group, Inc.  – UHG	ACCESSWIRE	11.21	0.1704	0.2642	0.5653	-0.0938	negative		NO:sentiment_score,Trades/sec	NASDAQ
ATRA	"[""ATRA""]"	nACS4n8Wva	2026-05-04 18:00:04	Class Action Initiated by Pomerantz LLP Against Atara Biotherapeutics, Inc.  – ATRA	ACCESSWIRE	4.86	0.1646	0.09	0.7454	0.0746	positive		NO:sentiment_score,Trades/sec	NASDAQ
YRD	"[""YRD""]"	nACS8Kr3Ha	2026-05-04 18:00:04	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Yiren Digital Ltd. - YRD	ACCESSWIRE	29.3007	0.1239	0.1018	0.7743	0.0221	neutral		NO:sentiment_score,Trades/sec	NYSE
ERAS	"[""ERAS""]"	nGNXVjFG9	2026-05-04 18:02:11	Erasca, Inc. Investors Should Contact Block & Leviton LLP to Learn More About Securities Fraud Investigation	Globe Newswire	186.79	0.0935	0.0265	0.88	0.067	positive	0.0045009784735812	NO:sentiment_score	NASDAQ
SNFCA	"[""SNFCA""]"	nGNXb4FwGB	2026-05-04 18:03:35	Security National Financial Corporation Announces 2026 Q1 Earnings Call	Globe Newswire	16.96	0.156	0.0902	0.7538	0.0658	positive	0.0857142857142857	NO:sentiment_score	NASDAQ
PEPG	"[""PEPG""]"	nACScvQH9a	2026-05-04 18:15:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of PepGen Inc. - PEPG	ACCESSWIRE	60.93	0.063	0.0566	0.8804	0.0064	neutral	0.003637623419366	NO:sentiment_score	NASDAQ
AIRO	"[""AIRO""]"	nACSz0Knha	2026-05-04 18:15:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of AIRO Group Holdings, Inc. - AIRO	ACCESSWIRE	20.02	0.0947	0.139	0.7663	-0.0442	neutral	0.003501400560224	NO:sentiment_score	NASDAQ
CMPX	"[""CMPX""]"	nACS0ZX8pa	2026-05-04 18:15:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Compass Therapeutics, Inc. - CMPX	ACCESSWIRE	120.66	0.1526	0.118	0.7294	0.0346	neutral	0.0153491941673062	NO:sentiment_score	NASDAQ
BTGO	"[""BTGO""]"	nACSYdq1ha	2026-05-04 18:30:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of BitGo Holdings, Inc. - BTGO	ACCESSWIRE	65.1	0.1231	0.1009	0.7761	0.0222	neutral	0.0049281314168377	NO:sentiment_score	NYSE
DERM	"[""DERM""]"	nACSzjg6qa	2026-05-04 19:00:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Journey Medical Corporation - DERM	ACCESSWIRE	13.52	0.0979	0.0961	0.806	0.0017	neutral	0.0424143556280587	NO:sentiment_score	NASDAQ
REPL	"[""REPL""]"	nACSX56Fla	2026-05-04 19:15:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Replimune Group, Inc. - REPL	ACCESSWIRE	76.12	0.1092	0.1126	0.7782	-0.0035	neutral	0.0048355899419729	NO:sentiment_score	NASDAQ
PHR	"[""PHR""]"	nACS7RCPCa	2026-05-04 19:15:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Phreesia, Inc. - PHR	ACCESSWIRE	46.13	0.1215	0.0652	0.8133	0.0562	positive	0.0030922142462727	NO:sentiment_score	NYSE
NUAI	"[""NUAI""]"	nGNXbd74jl	2026-05-04 19:26:00	ROSEN, TRUSTED INVESTOR COUNSEL, Encourages New Era Energy & Digital, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action – NUAI	Globe Newswire	73.85	0.3396	0.0336	0.6268	0.3059	positive	0.0042408821034775	YES	NASDAQ
ORIC	"[""ORIC""]"	nACS4VDtqa	2026-05-04 19:30:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ORIC Pharmaceuticals, Inc. - ORIC	ACCESSWIRE	58.22	0.102	0.0937	0.8042	0.0083	neutral	0.0016619577862722	NO:sentiment_score	NASDAQ
BYRN	"[""BYRN""]"	nACSdpXRMa	2026-05-04 19:45:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Byrna Technologies Inc. - BYRN	ACCESSWIRE	17.76	0.0992	0.0909	0.8099	0.0083	neutral	0.0063559322033898	NO:sentiment_score	NASDAQ
FIP	"[""FIP""]"	nGNX6pTJ7q	2026-05-04 19:52:16	Long Ridge Energy LLC Announces Timing of Fourth Quarter 2025 Earnings Conference Call	Globe Newswire	108.37	0.0973	0.0627	0.84	0.0346	neutral	0.0017977851287214	NO:sentiment_score	NASDAQ
III	"[""III""]"	nBw6yBPwKa	2026-05-04 20:00:00	ISG Australia is Recognized by Great Place To Work Institute	Business Wire	33.28	0.5263	0.0169	0.4568	0.5095	positive	0.0015543638765835	YES	NASDAQ
